dataset,source_file,file_size_bytes,cell_id,form_factor,anode_material,cathode_material,electrolyte_material,nominal_capacity_in_Ah,depth_of_charge,depth_of_discharge,already_spent_cycles,max_voltage_limit_in_V,min_voltage_limit_in_V,max_current_limit_in_A,min_current_limit_in_A,reference,description,charge_protocol,discharge_protocol,SOC_interval,cycle_count,first_cycle_number,last_cycle_number,soc_interval_start,soc_interval_end,charge_step_count,charge_rate_min_C,charge_rate_max_C,charge_rate_mean_C,charge_current_max_A,charge_voltage_max_V,discharge_step_count,discharge_rate_min_C,discharge_rate_max_C,discharge_rate_mean_C,discharge_current_max_A,discharge_voltage_min_V,hardcoded_removed_indices,median_removed_indices
Stanford_2,Stanford_2/Stanford_Nova_Regular_190.pkl,102815675,Stanford_Nova_Regular_190,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",953,1.0,953.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_191.pkl,112465186,Stanford_Nova_Regular_191,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1042,1.0,1042.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_192.pkl,100870373,Stanford_Nova_Regular_192,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",934,1.0,934.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_193.pkl,91450154,Stanford_Nova_Regular_193,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",847,1.0,847.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_194.pkl,104794829,Stanford_Nova_Regular_194,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",971,1.0,971.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_195.pkl,110118532,Stanford_Nova_Regular_195,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1019,1.0,1019.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_196.pkl,100534652,Stanford_Nova_Regular_196,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",932,1.0,932.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_198.pkl,91486232,Stanford_Nova_Regular_198,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",848,1.0,848.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_199.pkl,108545044,Stanford_Nova_Regular_199,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1006,1.0,1006.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_200.pkl,110829427,Stanford_Nova_Regular_200,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1027,1.0,1027.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_201.pkl,99286205,Stanford_Nova_Regular_201,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",919,1.0,919.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_202.pkl,109633897,Stanford_Nova_Regular_202,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1016,1.0,1016.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_203.pkl,89676359,Stanford_Nova_Regular_203,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",831,1.0,831.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_204.pkl,90120197,Stanford_Nova_Regular_204,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",835,1.0,835.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_205.pkl,89895518,Stanford_Nova_Regular_205,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",833,1.0,833.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_206.pkl,113322331,Stanford_Nova_Regular_206,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1050,1.0,1050.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_207.pkl,119252032,Stanford_Nova_Regular_207,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1105,1.0,1105.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_208.pkl,83806325,Stanford_Nova_Regular_208,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",776,1.0,776.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_209.pkl,97096130,Stanford_Nova_Regular_209,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",899,1.0,899.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_210.pkl,85643657,Stanford_Nova_Regular_210,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",794,1.0,794.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_211.pkl,105887084,Stanford_Nova_Regular_211,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",981,1.0,981.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_212.pkl,86828315,Stanford_Nova_Regular_212,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",804,1.0,804.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_213.pkl,110115394,Stanford_Nova_Regular_213,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1020,1.0,1020.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_214.pkl,99860072,Stanford_Nova_Regular_214,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",925,1.0,925.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_215.pkl,118473358,Stanford_Nova_Regular_215,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1099,1.0,1099.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_216.pkl,99592340,Stanford_Nova_Regular_216,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",922,1.0,922.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_217.pkl,112603066,Stanford_Nova_Regular_217,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1044,1.0,1044.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_219.pkl,90483215,Stanford_Nova_Regular_219,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",838,1.0,838.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_220.pkl,110075926,Stanford_Nova_Regular_220,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1019,1.0,1019.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_221.pkl,91423583,Stanford_Nova_Regular_221,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",848,1.0,848.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_222.pkl,88866998,Stanford_Nova_Regular_222,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",824,1.0,824.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_223.pkl,111882943,Stanford_Nova_Regular_223,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1037,1.0,1037.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_224.pkl,153199840,Stanford_Nova_Regular_224,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1420,1.0,1420.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_225.pkl,112395289,Stanford_Nova_Regular_225,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1042,1.0,1042.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
Stanford_2,Stanford_2/Stanford_Nova_Regular_226.pkl,121694113,Stanford_Nova_Regular_226,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.75, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1128,1.0,1128.0,0.0,1.0,1,1.0,1.0,1.0,,,1,0.75,0.75,0.75,,,,
