cell_id,form_factor,anode_material,cathode_material,electrolyte_material,nominal_capacity_in_Ah,depth_of_charge,depth_of_discharge,already_spent_cycles,max_voltage_limit_in_V,min_voltage_limit_in_V,max_current_limit_in_A,min_current_limit_in_A
SDU_Battery_19,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_20,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_21,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_22,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_23,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_24,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_25,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_26,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_27,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_28,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_29,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_30,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_31,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_32,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_33,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_34,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_35,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_36,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_37,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_38,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_39,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_40,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_41,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_42,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_43,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_44,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_45,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_46,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_47,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_48,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_49,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_50,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_51,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_52,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_53,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_54,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_55,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_56,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_57,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_58,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_59,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_60,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_61,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_62,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_63,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_64,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_65,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_66,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_67,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_68,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_69,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_70,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_71,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_72,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_73,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_74,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_75,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_76,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_77,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_78,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_79,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_80,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_81,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_82,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_83,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_84,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_85,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_86,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SNL_18650_LFP_15C_0-100_0.5-2C_b,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-0.5C_a,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-1C_a,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-1C_b,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-1C_c,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-1C_d,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-2C_a,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-2C_b,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-3C_a,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-3C_b,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-3C_c,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_25C_0-100_0.5-3C_d,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_35C_0-100_0.5-1C_a,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_35C_0-100_0.5-1C_b,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_35C_0-100_0.5-1C_c,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_35C_0-100_0.5-1C_d,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_35C_0-100_0.5-2C_a,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_LFP_35C_0-100_0.5-2C_b,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,30.0,
SNL_18650_NCA_15C_0-100_0.5-1C_a,cylindrical_18650,graphite,NCA,,2.8800000000000003,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_15C_0-100_0.5-1C_b,cylindrical_18650,graphite,NCA,,2.8800000000000003,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_15C_0-100_0.5-2C_a,cylindrical_18650,graphite,NCA,,2.8800000000000003,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_15C_0-100_0.5-2C_b,cylindrical_18650,graphite,NCA,,2.8800000000000003,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_0-100_0.5-0.5C_a,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_0-100_0.5-0.5C_b,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_0-100_0.5-1C_a,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_0-100_0.5-1C_b,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_0-100_0.5-1C_c,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_0-100_0.5-1C_d,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_0-100_0.5-2C_a,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_0-100_0.5-2C_b,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_20-80_0.5-0.5C_a,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_20-80_0.5-0.5C_b,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_20-80_0.5-0.5C_c,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_25C_20-80_0.5-0.5C_d,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_35C_0-100_0.5-1C_a,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_35C_0-100_0.5-1C_b,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_35C_0-100_0.5-1C_c,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_35C_0-100_0.5-1C_d,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_35C_0-100_0.5-2C_a,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NCA_35C_0-100_0.5-2C_b,cylindrical_18650,graphite,NCA,,3.2,1.0,1.0,0,4.2,2.5,6.0,
SNL_18650_NMC_15C_0-100_0.5-1C_a,cylindrical_18650,graphite,NMC,,2.7,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_15C_0-100_0.5-1C_b,cylindrical_18650,graphite,NMC,,2.7,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_15C_0-100_0.5-2C_a,cylindrical_18650,graphite,NMC,,2.7,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_15C_0-100_0.5-2C_b,cylindrical_18650,graphite,NMC,,2.7,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-0.5C_b,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-1C_a,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-1C_b,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-1C_c,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-1C_d,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-2C_a,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-2C_b,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-3C_a,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-3C_b,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-3C_c,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_25C_0-100_0.5-3C_d,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_35C_0-100_0.5-1C_a,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_35C_0-100_0.5-1C_b,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_35C_0-100_0.5-1C_c,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_35C_0-100_0.5-1C_d,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_35C_0-100_0.5-2C_a,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
SNL_18650_NMC_35C_0-100_0.5-2C_b,cylindrical_18650,graphite,NMC,,3,1.0,1.0,0,4.2,2.0,20.0,
Stanford_Nova_Regular_191,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_192,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_193,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_194,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_195,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_196,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_198,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_199,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_200,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_201,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_202,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_203,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_204,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_205,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_206,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_207,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_208,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_209,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_210,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_211,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_212,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_213,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_214,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_215,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_216,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_217,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_219,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_220,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_221,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_222,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_223,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_224,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_225,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_226,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_227,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_228,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_229,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_230,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_Ref_100,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_Ref_101,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_Ref_102,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_100,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_101,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_102,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_103,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_104,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_105,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_106,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_107,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_108,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_109,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_110,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_112,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_113,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_114,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_115,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_116,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_117,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_118,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_119,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_120,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_121,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_122,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_123,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_124,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_125,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_126,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_127,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_128,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_129,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_130,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_131,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_134,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_135,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_136,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_137,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_138,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_139,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_140,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_141,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_142,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_143,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_144,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_145,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_146,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_147,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_148,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_149,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_150,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_151,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
Stanford_Nova_Regular_152,pouch,graphite,LiNi0.5Mn0.3Co0.2O2,,0.24,1.0,1.0,0,4.4,3,,
